id_station,dh_utc,temperature,pression,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_direction,pluie_3h,pluie_1h,neige_au_sol,nebulosite,temps_omm
000R5,2024-10-05 13:00:00,17.2,1015.2,61,9.6,,6,,198,0,0,,,
000R5,2024-10-05 13:10:00,17.4,1015.1,60,9.5,,4.7,,173,,,,,
000R5,2024-10-05 13:20:00,17.3,1015,61,9.7,,4.7,,193,,,,,
000R5,2024-10-05 13:30:00,16.8,1015,62,9.5,,3.1,,170,,,,,
000R5,2024-10-05 13:40:00,16.7,1014.7,63,9.6,,5.6,,178,,,,,
000R5,2024-10-05 13:50:00,16.7,1014.6,63,9.6,,4.2,,200,,,,,
000R5,2024-10-05 14:00:00,16.6,1014.5,63,9.5,,4.3,,139,0,0,,,
000R5,2024-10-05 14:10:00,16.3,1014.4,64,9.5,,2.6,,125,,,,,
000R5,2024-10-05 14:20:00,15.9,1014.3,64,9.1,,1.8,,150,,,,,
000R5,2024-10-05 14:30:00,15.9,1014.2,65,9.3,,2.4,,121,,,,,
000R5,2024-10-05 14:40:00,16.4,1014.1,62,9.1,,3.4,,107,,,,,
000R5,2024-10-05 14:50:00,16.4,1014.1,60,8.7,,3.7,,189,,,,,
000R5,2024-10-05 15:00:00,16.5,1014,59,8.5,,2.9,,142,0,0,,,
000R5,2024-10-05 15:10:00,16.6,1014,60,8.8,,3.9,,133,,,,,
000R5,2024-10-05 15:20:00,16.4,1013.9,60,8.7,,2.6,,112,,,,,
000R5,2024-10-05 15:30:00,16.4,1013.6,60,8.6,,4.8,,99,,,,,
000R5,2024-10-05 15:40:00,16.3,1013.4,60,8.5,,4,,94,,,,,
000R5,2024-10-05 15:50:00,16.1,1013.2,60,8.3,,3.2,,102,,,,,
000R5,2024-10-05 16:00:00,15.8,1013,61,8.3,,3.2,,99,0,0,,,
000R5,2024-10-05 16:10:00,15.8,1013,63,8.7,,3.2,,102,,,,,
000R5,2024-10-05 16:20:00,15.7,1012.9,64,8.9,,3.9,,94,,,,,
000R5,2024-10-05 16:30:00,15.4,1012.6,66,9.1,,4.3,,99,,,,,
000R5,2024-10-05 16:40:00,15.1,1012.5,66,8.8,,4,,99,,,,,
000R5,2024-10-05 16:50:00,14.8,1012.5,67,8.7,,3.1,,97,,,,,
000R5,2024-10-05 17:00:00,14.4,1012.3,69,8.8,,3.4,,106,0,0,,,
000R5,2024-10-05 17:10:00,14.2,1012.4,70,8.8,,2.6,,106,,,,,
000R5,2024-10-05 17:20:00,13.9,1012.2,71,8.7,,2.9,,98,,,,,
000R5,2024-10-05 17:30:00,13.7,1012.1,72,8.7,,3.4,,101,,,,,
000R5,2024-10-05 17:40:00,13.3,1012.2,73,8.6,,2.7,,90,,,,,
000R5,2024-10-05 17:50:00,13,1012.2,73,8.3,,4,,89,,,,,
000R5,2024-10-05 18:00:00,12.8,1012,73,8.1,,3.9,,90,0,0,,,
000R5,2024-10-05 18:10:00,12.5,1012.1,75,8.2,,3.2,,97,,,,,
000R5,2024-10-05 18:20:00,12.3,1012.2,75,8,,3.5,,105,,,,,
000R5,2024-10-05 18:30:00,12.2,1011.9,76,8.1,,4,,99,,,,,
000R5,2024-10-05 18:40:00,11.9,1011.9,77,8,,4.7,,95,,,,,
000R5,2024-10-05 18:50:00,11.8,1011.9,78,8.1,,3.7,,89,,,,,
000R5,2024-10-05 19:00:00,11.6,1011.7,78,7.9,,4.7,,97,0,0,,,
000R5,2024-10-05 19:10:00,11.4,1011.7,78,7.7,,4.5,,97,,,,,
000R5,2024-10-05 19:20:00,11.3,1011.5,78,7.6,,4.5,,83,,,,,
000R5,2024-10-05 19:30:00,11.2,1011.3,78,7.5,,5.5,,90,,,,,
000R5,2024-10-05 19:40:00,11.1,1011.4,79,7.6,,4.7,,89,,,,,
000R5,2024-10-05 19:50:00,11,1011.5,79,7.5,,3.9,,95,,,,,
000R5,2024-10-05 20:00:00,10.8,1011.5,79,7.3,,3.5,,92,0,0,,,
000R5,2024-10-05 20:10:00,10.7,1011.3,79,7.2,,3.7,,100,,,,,
000R5,2024-10-05 20:20:00,10.5,1011.3,80,7.2,,2.7,,86,,,,,
000R5,2024-10-05 20:30:00,10.3,1011.2,80,7,,3.2,,96,,,,,
000R5,2024-10-05 20:40:00,10.2,1011.1,80,6.9,,3.4,,103,,,,,
000R5,2024-10-05 20:50:00,10.1,1011.1,80,6.8,,2.9,,97,,,,,
000R5,2024-10-05 21:00:00,10,1011.1,81,6.9,,2.9,,106,0,0,,,
000R5,2024-10-05 21:10:00,9.9,1011.1,81,6.8,,3.2,,102,,,,,
000R5,2024-10-05 21:20:00,9.7,1011.2,81,6.6,,2.3,,95,,,,,
000R5,2024-10-05 21:30:00,9.6,1011,82,6.7,,2.1,,101,,,,,
000R5,2024-10-05 21:40:00,9.4,1011,82,6.5,,2.7,,88,,,,,
000R5,2024-10-05 21:50:00,9.4,1011,82,6.5,,3.7,,101,,,,,
000R5,2024-10-05 22:00:00,9.3,1010.9,82,6.4,,3.4,,99,0,0,,,
000R5,2024-10-05 22:10:00,9.2,1010.8,82,6.3,,4.2,,88,,,,,
000R5,2024-10-05 22:20:00,9.1,1010.5,83,6.4,,3.9,,93,,,,,
000R5,2024-10-05 22:30:00,9.1,1010.3,83,6.3,,4.2,,94,,,,,
000R5,2024-10-05 22:40:00,9.1,1010.2,83,6.3,,4.2,,88,,,,,
000R5,2024-10-05 22:50:00,8.9,1010.2,83,6.2,,3.9,,90,,,,,
000R5,2024-10-05 23:00:00,8.9,1010.1,83,6.2,,4.5,,84,0,0,,,
000R5,2024-10-05 23:10:00,8.8,1010.2,84,6.3,,3.2,,99,,,,,
000R5,2024-10-05 23:20:00,8.7,1010.1,84,6.2,,3.2,,88,,,,,
000R5,2024-10-05 23:30:00,8.7,1009.7,84,6.2,,5.1,,86,,,,,
000R5,2024-10-05 23:40:00,8.7,1009.6,84,6.1,,5.5,,88,,,,,
000R5,2024-10-05 23:50:00,8.6,1009.5,84,6,,4.7,,94,,,,,
000R5,2024-10-06 00:00:00,8.7,1009.2,84,6.1,,5.1,,82,0,0,,,
000R5,2024-10-06 00:10:00,8.6,1009.1,84,6,,4.3,,86,,,,,
000R5,2024-10-06 00:20:00,8.6,1009,84,6,,4.3,,99,,,,,
000R5,2024-10-06 00:30:00,8.5,1008.8,84,6,,3.5,,74,,,,,
000R5,2024-10-06 00:40:00,8.5,1008.8,85,6.1,,3.4,,79,,,,,
000R5,2024-10-06 00:50:00,8.6,1008.6,85,6.2,,4.8,,90,,,,,
000R5,2024-10-06 01:00:00,8.7,1008.3,84,6.1,,4.3,,95,0,0,,,
000R5,2024-10-06 01:10:00,8.7,1008,84,6.2,,4.8,,97,,,,,
000R5,2024-10-06 01:20:00,8.7,1007.9,84,6.1,,5.8,,90,,,,,
000R5,2024-10-06 01:30:00,8.7,1007.8,84,6.2,,5.5,,90,,,,,
000R5,2024-10-06 01:40:00,8.7,1007.5,84,6.2,,4.8,,90,,,,,
000R5,2024-10-06 01:50:00,8.7,1007.6,84,6.1,,4.2,,82,,,,,
000R5,2024-10-06 02:00:00,8.6,1007.3,85,6.2,,3.9,,94,0,0,,,
000R5,2024-10-06 02:10:00,8.6,1007.1,85,6.2,,3.1,,98,,,,,
000R5,2024-10-06 02:20:00,8.7,1007.1,85,6.3,,4.8,,86,,,,,
000R5,2024-10-06 02:30:00,8.7,1007,85,6.3,,5.5,,97,,,,,
000R5,2024-10-06 02:40:00,8.7,1006.9,84,6.2,,4,,83,,,,,
000R5,2024-10-06 02:50:00,8.8,1006.8,84,6.3,,3.2,,85,,,,,
000R5,2024-10-06 03:00:00,8.9,1006.7,84,6.4,,3.2,,75,0,0,,,
000R5,2024-10-06 03:10:00,9,1006.5,84,6.4,,2.9,,104,,,,,
000R5,2024-10-06 03:20:00,9,1006.5,84,6.4,,1.9,,87,,,,,
000R5,2024-10-06 03:30:00,9.1,1006.3,84,6.5,,2.7,,83,,,,,
000R5,2024-10-06 03:40:00,9.1,1006.2,84,6.6,,3.9,,93,,,,,
000R5,2024-10-06 03:50:00,9.1,1006.2,84,6.6,,4,,99,,,,,
000R5,2024-10-06 04:00:00,9.2,1006.1,84,6.6,,4.3,,110,0,0,,,
000R5,2024-10-06 04:10:00,9.2,1005.9,84,6.6,,4.5,,95,,,,,
000R5,2024-10-06 04:20:00,9.2,1005.9,84,6.7,,4.7,,83,,,,,
000R5,2024-10-06 04:30:00,9.3,1005.8,84,6.7,,5.3,,98,,,,,
000R5,2024-10-06 04:40:00,9.3,1005.9,84,6.7,,4,,104,,,,,
000R5,2024-10-06 04:50:00,9.3,1005.7,84,6.8,,4.3,,101,,,,,
000R5,2024-10-06 05:00:00,9.4,1005.4,84,6.8,,5.3,,84,0,0,,,
000R5,2024-10-06 05:10:00,9.4,1005.4,84,6.8,,4.8,,90,,,,,
000R5,2024-10-06 05:20:00,9.4,1005.5,84,6.8,,5.3,,86,,,,,
000R5,2024-10-06 05:30:00,9.4,1005.3,84,6.9,,6,,92,,,,,
000R5,2024-10-06 05:40:00,9.4,1005.5,84,6.9,,6,,94,,,,,
000R5,2024-10-06 05:50:00,9.4,1005.3,84,6.9,,5.3,,99,,,,,
000R5,2024-10-06 06:00:00,9.4,1005.2,84,6.9,,4.7,,110,0,0,,,
000R5,2024-10-06 06:10:00,9.4,1005,84,6.9,,4.8,,79,,,,,
000R5,2024-10-06 06:20:00,9.4,1005.2,85,7,,4.3,,106,,,,,
000R5,2024-10-06 06:30:00,9.5,1005.2,84,6.9,,4.3,,85,,,,,
000R5,2024-10-06 06:40:00,9.6,1005,84,7,,5.3,,83,,,,,
000R5,2024-10-06 06:50:00,9.6,1004.8,84,7,,4.3,,106,,,,,
000R5,2024-10-06 07:00:00,9.7,1004.8,84,7.1,,6.3,,95,0,0,,,
000R5,2024-10-06 07:10:00,9.8,1004.7,84,7.3,,5.8,,105,,,,,
000R5,2024-10-06 07:20:00,10,1004.7,84,7.4,,5.6,,99,,,,,
000R5,2024-10-06 07:30:00,10.2,1004.5,83,7.5,,6.4,,99,,,,,
000R5,2024-10-06 07:40:00,10.4,1004.5,82,7.4,,6,,88,,,,,
000R5,2024-10-06 07:50:00,10.6,1004.7,82,7.7,,5.6,,101,,,,,
000R5,2024-10-06 08:00:00,10.9,1004.5,81,7.8,,5.3,,99,0,0,,,
000R5,2024-10-06 08:10:00,11.1,1004.2,80,7.8,,5.5,,101,,,,,
000R5,2024-10-06 08:20:00,11.1,1004.1,79,7.6,,5.5,,101,,,,,
000R5,2024-10-06 08:30:00,11.1,1003.8,79,7.6,,7.1,,92,,,,,
000R5,2024-10-06 08:40:00,11.8,1003.7,78,8.1,,6.1,,84,,,,,
000R5,2024-10-06 08:50:00,12.3,1003.8,76,8.2,,7.7,,101,,,,,
000R5,2024-10-06 09:00:00,12.9,1003.6,74,8.4,,7.2,,121,0,0,,,
000R5,2024-10-06 09:10:00,13.1,1003.6,74,8.5,,7.7,,116,,,,,
000R5,2024-10-06 09:20:00,13.2,1003.4,73,8.4,,8.5,,117,,,,,
000R5,2024-10-06 09:30:00,13.4,1003.4,73,8.6,,7.4,,140,,,,,
000R5,2024-10-06 09:40:00,13.7,1003.2,72,8.8,,6.3,,129,,,,,
000R5,2024-10-06 09:50:00,13.9,1003.1,71,8.7,,8.7,,160,,,,,
000R5,2024-10-06 10:00:00,14.2,1003,71,9,,6.9,,143,0,0,,,
000R5,2024-10-06 10:10:00,14.1,1002.9,72,9.1,,7.2,,103,,,,,
000R5,2024-10-06 10:20:00,14.8,1002.7,72,9.8,,7.7,,139,,,,,
000R5,2024-10-06 10:30:00,14.6,1002.3,71,9.4,,7.6,,121,,,,,
000R5,2024-10-06 10:40:00,14.9,1002.4,70,9.5,,7.4,,121,,,,,
000R5,2024-10-06 10:50:00,14.8,1002.2,70,9.4,,7.9,,140,,,,,
000R5,2024-10-06 11:00:00,15.4,1002.1,70,10,,7.6,,148,0,0,,,
000R5,2024-10-06 11:10:00,15.4,1002.1,70,10,,8,,145,,,,,
000R5,2024-10-06 11:20:00,15.8,1001.8,69,10.2,,7.1,,122,,,,,
000R5,2024-10-06 11:30:00,15.9,1001.6,69,10.3,,7.1,,108,,,,,
000R5,2024-10-06 11:40:00,16.2,1001.2,68,10.3,,7.9,,132,,,,,
000R5,2024-10-06 11:50:00,16.2,1001.1,68,10.3,,8.4,,151,,,,,
000R5,2024-10-06 12:00:00,16.4,1001.1,68,10.5,,7.6,,143,0,0,,,
000R5,2024-10-06 12:10:00,16.8,1001,67,10.6,,8.9,,113,,,,,
000R5,2024-10-06 12:20:00,16.5,1000.9,68,10.6,,8.5,,146,,,,,
000R5,2024-10-06 12:30:00,16.8,1000.7,67,10.7,,9.5,,149,,,,,
000R5,2024-10-06 12:40:00,16.4,1000.9,68,10.5,,7.9,,153,,,,,
000R5,2024-10-06 12:50:00,15.4,1000.9,71,10.2,,8.2,,152,,,,,
000R5,2024-10-06 13:00:00,15.3,1000.7,72,10.3,,6.1,,183,0,0,,,
000R5,2024-10-06 13:10:00,15.4,1000.5,72,10.4,,6.9,,136,,,,,
000R5,2024-10-06 13:20:00,15.5,1000.5,71,10.3,,8.5,,173,,,,,
000R5,2024-10-06 13:30:00,15.4,1000.6,72,10.4,,7.1,,178,,,,,
000R5,2024-10-06 13:40:00,15.7,1000.7,72,10.6,,6.1,,142,,,,,
000R5,2024-10-06 13:50:00,15.4,1000.5,72,10.4,,7.4,,183,,,,,
000R5,2024-10-06 14:00:00,15.4,1000.3,73,10.6,,6.9,,184,0,0,,,
000R5,2024-10-06 14:10:00,15.4,1000.2,73,10.6,,7.1,,166,,,,,
000R5,2024-10-06 14:20:00,15.3,1000.3,73,10.5,,7.1,,171,,,,,
000R5,2024-10-06 14:30:00,15.1,1000.3,74,10.5,,7.6,,172,,,,,
000R5,2024-10-06 14:40:00,15,1000.4,75,10.6,,7.7,,186,,,,,
000R5,2024-10-06 14:50:00,14.9,1000.1,75,10.5,,7.9,,190,,,,,
000R5,2024-10-06 15:00:00,14.9,1000.2,76,10.7,,6.8,,179,0,0,,,
000R5,2024-10-06 15:10:00,14.8,999.8,77,10.8,,9.3,,185,,,,,
000R5,2024-10-06 15:20:00,14.7,999.8,78,10.9,,7.4,,191,,,,,
000R5,2024-10-06 15:30:00,14.4,1000,78,10.7,,7.7,,204,,,,,
000R5,2024-10-06 15:40:00,14.3,1000,79,10.7,,7.1,,177,,,,,
000R5,2024-10-06 15:50:00,14.2,999.7,80,10.8,,6.9,,169,,,,,
000R5,2024-10-06 16:00:00,14.2,999.7,81,11,,7.4,,166,0,0,,,
000R5,2024-10-06 16:10:00,14.1,999.5,81,10.8,,4.8,,169,,,,,
000R5,2024-10-06 16:20:00,13.9,999.4,82,10.9,,4.7,,178,,,,,
000R5,2024-10-06 16:30:00,13.9,999.3,83,11,,4.8,,199,,,,,
000R5,2024-10-06 16:40:00,13.8,999.5,84,11.1,,7.1,,178,,,,,
000R5,2024-10-06 16:50:00,13.7,999.3,84,11.1,,6,,178,,,,,
000R5,2024-10-06 17:00:00,13.6,999.3,86,11.3,,7.4,,158,0,0,,,
000R5,2024-10-06 17:10:00,13.6,999.2,86,11.3,,5.6,,176,,,,,
000R5,2024-10-06 17:20:00,13.4,999.4,87,11.3,,4.3,,176,,,,,
000R5,2024-10-06 17:30:00,13.4,999.6,88,11.4,,6.8,,192,,,,,
000R5,2024-10-06 17:40:00,13.4,999.4,89,11.6,,6.3,,182,,,,,
000R5,2024-10-06 17:50:00,13.4,999.2,90,11.8,,6.3,,193,,,,,
000R5,2024-10-06 18:00:00,13.4,999.3,90,11.8,,6,,205,0,0,,,
000R5,2024-10-06 18:10:00,13.4,999.2,90,11.8,,6,,199,,,,,
000R5,2024-10-06 18:20:00,13.5,999,90,11.9,,5,,185,,,,,
000R5,2024-10-06 18:30:00,13.5,998.8,90,11.9,,3.2,,171,,,,,
000R5,2024-10-06 18:40:00,13.6,999,90,11.9,,4.8,,180,,,,,
000R5,2024-10-06 18:50:00,13.6,998.8,90,12,,4,,168,,,,,
000R5,2024-10-06 19:00:00,13.7,998.6,90,12.1,,3.9,,142,0,0,,,
000R5,2024-10-06 19:10:00,13.7,998.7,90,12.1,,4.7,,171,,,,,
000R5,2024-10-06 19:20:00,13.8,998.6,90,12.2,,3.1,,148,,,,,
000R5,2024-10-06 19:30:00,13.8,998.6,90,12.2,,4.7,,174,,,,,
000R5,2024-10-06 19:40:00,13.9,998.4,90,12.3,,6,,168,,,,,
000R5,2024-10-06 19:50:00,13.9,998.6,90,12.3,,5.1,,185,,,,,
000R5,2024-10-06 20:00:00,14,998.1,91,12.6,,6.3,,161,0,1.8,,,
000R5,2024-10-06 20:10:00,14,998.2,91,12.6,,4.8,,162,,,,,
000R5,2024-10-06 20:20:00,14.1,998.2,92,12.8,,6.3,,176,,,,,
000R5,2024-10-06 20:30:00,14.1,998.1,92,12.8,,6.8,,202,,,,,
000R5,2024-10-06 20:40:00,14.2,997.9,92,12.9,,6.4,,180,,,,,
000R5,2024-10-06 20:50:00,14.2,997.8,92,12.9,,5.6,,184,,,,,
000R5,2024-10-06 21:00:00,14.3,997.7,92,13,,5.5,,181,2.6,0.8,,,
000R5,2024-10-06 21:10:00,14.3,997.6,92,13,,6.4,,191,,,,,
000R5,2024-10-06 21:20:00,14.3,997.4,92,13,,5.5,,195,,,,,
000R5,2024-10-06 21:30:00,14.3,997.2,92,13,,6,,181,,,,,
000R5,2024-10-06 21:40:00,14.3,997.3,93,13.2,,7.1,,194,,,,,
000R5,2024-10-06 21:50:00,14.4,997.3,93,13.3,,7.7,,198,,,,,
000R5,2024-10-06 22:00:00,14.4,997.3,93,13.3,,6.9,,216,0,0,,,
000R5,2024-10-06 22:10:00,14.3,997.5,93,13.2,,5.5,,225,,,,,
000R5,2024-10-06 22:20:00,14.4,997.5,93,13.3,,4.8,,206,,,,,
000R5,2024-10-06 22:30:00,14.6,997.6,93,13.4,,6,,214,,,,,
000R5,2024-10-06 22:40:00,14.9,997.6,93,13.8,,8.4,,216,,,,,
000R5,2024-10-06 22:50:00,15.1,997.6,93,14,,6.9,,236,,,,,
000R5,2024-10-06 23:00:00,15.2,997.5,93,14.1,,7.4,,230,0,0,,,
000R5,2024-10-06 23:10:00,15.2,997.5,92,13.9,,6.1,,223,,,,,
000R5,2024-10-06 23:20:00,15.2,997.5,92,13.9,,4.8,,227,,,,,
000R5,2024-10-06 23:30:00,15.2,997.5,92,13.9,,5.3,,219,,,,,
000R5,2024-10-06 23:40:00,15.2,997.4,92,13.9,,3.5,,211,,,,,
000R5,2024-10-06 23:50:00,15.1,997.6,92,13.8,,4.8,,232,,,,,
000R5,2024-10-07 00:00:00,15.1,997.6,92,13.8,,5.8,,241,0,0,,,
000R5,2024-10-07 00:10:00,15.1,997.7,92,13.8,,6,,241,,,,,
000R5,2024-10-07 00:20:00,15.1,997.7,91,13.6,,6.1,,236,,,,,
000R5,2024-10-07 00:30:00,15,997.8,91,13.5,,7.2,,234,,,,,
000R5,2024-10-07 00:40:00,15,997.9,90,13.4,,7.6,,236,,,,,
000R5,2024-10-07 00:50:00,15,997.9,90,13.4,,6.9,,236,,,,,
000R5,2024-10-07 01:00:00,14.8,998,89,13,,8.7,,236,0,0,,,
000R5,2024-10-07 01:10:00,14.7,998,89,12.9,,9.5,,234,,,,,
000R5,2024-10-07 01:20:00,14.5,998.1,88,12.5,,7.4,,232,,,,,
000R5,2024-10-07 01:30:00,14.3,998.2,88,12.4,,9.8,,230,,,,,
000R5,2024-10-07 01:40:00,14.3,998.3,87,12.1,,10.9,,225,,,,,
000R5,2024-10-07 01:50:00,14.2,998.4,87,12.1,,10.5,,236,,,,,
000R5,2024-10-07 02:00:00,14.2,998.6,86,11.9,,9.5,,243,0,0,,,
000R5,2024-10-07 02:10:00,14.1,998.7,86,11.8,,7.7,,234,,,,,
000R5,2024-10-07 02:20:00,14,998.8,86,11.7,,8.9,,234,,,,,
000R5,2024-10-07 02:30:00,13.9,999,86,11.6,,7.2,,232,,,,,
000R5,2024-10-07 02:40:00,13.8,999,86,11.5,,7.4,,241,,,,,
000R5,2024-10-07 02:50:00,13.7,998.9,86,11.4,,4.7,,220,,,,,
000R5,2024-10-07 03:00:00,13.4,999,87,11.3,,3.1,,221,0,0,,,
000R5,2024-10-07 03:10:00,13.2,999,87,11,,5.1,,218,,,,,
000R5,2024-10-07 03:20:00,13.1,999,88,11.1,,6.9,,221,,,,,
000R5,2024-10-07 03:30:00,13.1,999.1,88,11.1,,6.9,,225,,,,,
000R5,2024-10-07 03:40:00,13.2,999.2,88,11.2,,6.8,,227,,,,,
000R5,2024-10-07 03:50:00,13.1,999.2,88,11.2,,6.9,,221,,,,,
000R5,2024-10-07 04:00:00,12.9,999.4,88,11,,8.2,,216,0,0,,,
000R5,2024-10-07 04:10:00,12.9,999.5,89,11.2,,8.7,,227,,,,,
000R5,2024-10-07 04:20:00,13.1,999.6,89,11.3,,8.9,,221,,,,,
000R5,2024-10-07 04:30:00,13.1,999.4,89,11.3,,8.9,,223,,,,,
000R5,2024-10-07 04:40:00,13.3,999.4,89,11.5,,11.1,,216,,,,,
000R5,2024-10-07 04:50:00,13.3,999.5,89,11.5,,9.3,,223,,,,,
000R5,2024-10-07 05:00:00,13.2,999.6,90,11.6,,7.7,,220,0,0,,,
000R5,2024-10-07 05:10:00,13.2,999.6,90,11.6,,7.1,,225,,,,,
000R5,2024-10-07 05:20:00,13.2,999.6,90,11.6,,8.2,,212,,,,,
000R5,2024-10-07 05:30:00,13.1,999.8,90,11.5,,6.6,,221,,,,,
000R5,2024-10-07 05:40:00,12.9,999.9,90,11.3,,7.1,,225,,,,,
000R5,2024-10-07 05:50:00,12.9,999.7,90,11.3,,7.6,,218,,,,,
000R5,2024-10-07 06:00:00,12.8,999.8,90,11.2,,7.9,,225,0,0,,,
000R5,2024-10-07 06:10:00,12.8,999.9,90,11.2,,7.1,,205,,,,,
000R5,2024-10-07 06:20:00,12.7,999.9,90,11.1,,6.8,,207,,,,,
000R5,2024-10-07 06:30:00,12.6,999.9,90,11,,6.4,,200,,,,,
000R5,2024-10-07 06:40:00,12.6,999.8,90,11,,6.8,,209,,,,,
000R5,2024-10-07 06:50:00,12.6,1000.1,90,11,,8.9,,214,,,,,
000R5,2024-10-07 07:00:00,12.6,1000.3,89,10.8,,8.5,,216,0,0,,,
000R5,2024-10-07 07:10:00,12.7,1000.3,89,10.9,,8.9,,221,,,,,
000R5,2024-10-07 07:20:00,12.8,1000.4,89,11,,9,,220,,,,,
000R5,2024-10-07 07:30:00,12.9,1000.4,89,11.2,,9.7,,223,,,,,
000R5,2024-10-07 07:40:00,13.2,1000.5,88,11.2,,10,,221,,,,,
000R5,2024-10-07 07:50:00,13.4,1000.7,88,11.5,,10.6,,216,,,,,
000R5,2024-10-07 08:00:00,13.8,1000.9,87,11.7,,10.1,,223,0,0.2,,,
000R5,2024-10-07 08:10:00,14.1,1001,86,11.7,,9.3,,212,,,,,
000R5,2024-10-07 08:20:00,14.3,1001.1,86,12,,9.7,,214,,,,,
000R5,2024-10-07 08:30:00,14.5,1001.2,85,12,,10.3,,225,,,,,
000R5,2024-10-07 08:40:00,14.8,1001.5,85,12.3,,11.1,,214,,,,,
000R5,2024-10-07 08:50:00,15.2,1001.6,84,12.5,,12.6,,218,,,,,
000R5,2024-10-07 09:00:00,15.1,1001.7,83,12.2,,15.1,,214,0.2,0,,,
000R5,2024-10-07 09:10:00,15.3,1001.6,82,12.2,,14.3,,221,,,,,
000R5,2024-10-07 09:20:00,15.5,1001.2,81,12.3,,11.4,,214,,,,,
000R5,2024-10-07 09:30:00,15.6,1001.5,82,12.5,,10.6,,212,,,,,
000R5,2024-10-07 09:40:00,15.6,1001.4,81,12.3,,7.4,,216,,,,,
000R5,2024-10-07 09:50:00,15.4,1001.5,82,12.4,,8,,221,,,,,
000R5,2024-10-07 10:00:00,16.1,1001.5,80,12.6,,6.6,,229,0,0,,,
000R5,2024-10-07 10:10:00,16.1,1001.4,81,12.8,,8.9,,219,,,,,
000R5,2024-10-07 10:20:00,16.5,1001.5,79,12.8,,8,,215,,,,,
000R5,2024-10-07 10:30:00,16.7,1001.5,79,13,,9.2,,218,,,,,
000R5,2024-10-07 10:40:00,16.7,1001.7,78,12.9,,8.5,,221,,,,,
000R5,2024-10-07 10:50:00,16.7,1001.6,79,13.1,,9,,212,,,,,
000R5,2024-10-07 11:00:00,17.4,1001.8,77,13.4,,8.9,,221,0,0,,,
000R5,2024-10-07 11:10:00,17.6,1001.7,76,13.3,,6.1,,214,,,,,
000R5,2024-10-07 11:20:00,17.3,1001.7,77,13.2,,6.8,,202,,,,,
000R5,2024-10-07 11:30:00,17.5,1001.6,77,13.4,,9.2,,210,,,,,
000R5,2024-10-07 11:40:00,18.4,1001.5,74,13.7,,7.6,,206,,,,,
000R5,2024-10-07 11:50:00,18.5,1001.2,75,14,,9.8,,225,,,,,
000R5,2024-10-07 12:00:00,18.6,1001.3,72,13.4,,8.2,,206,0,0,,,
STATIC0010,2024-10-05 00:00:00,4.7,1020.6,97,4.2,,0,,0,,0,,,
STATIC0010,2024-10-05 00:10:00,4.7,1020.7,97,4.2,,0,,0,,,,,
STATIC0010,2024-10-05 00:20:00,4.6,1020.6,97,4.1,,0,,0,,,,,
STATIC0010,2024-10-05 00:30:00,4.5,1020.6,97,4.1,,0,,0,,,,,
STATIC0010,2024-10-05 00:40:00,4.4,1020.5,97,4,,0,,0,,,,,
STATIC0010,2024-10-05 00:50:00,4.4,1020.5,97,4,,0,,0,,,,,
STATIC0010,2024-10-05 01:00:00,4.4,1020.4,97,4,,0,,0,,0,,,
STATIC0010,2024-10-05 01:10:00,4.3,1020.5,97,3.8,,0,,0,,,,,
STATIC0010,2024-10-05 01:20:00,4.3,1020.4,97,3.8,,0,,0,,,,,
STATIC0010,2024-10-05 01:30:00,4.2,1020.4,97,3.8,,0,,0,,,,,
STATIC0010,2024-10-05 01:40:00,4.2,1020.4,97,3.8,,0,,0,,,,,
STATIC0010,2024-10-05 01:50:00,4.2,1020.3,97,3.8,,0,,0,,,,,
STATIC0010,2024-10-05 02:00:00,4.1,1020.2,97,3.7,,0,,0,,0,,,
STATIC0010,2024-10-05 02:10:00,4,1020.1,97,3.6,,0,,0,,,,,
STATIC0010,2024-10-05 02:20:00,3.8,1020.1,97,3.4,,0,,0,,,,,
STATIC0010,2024-10-05 02:30:00,3.8,1020,97,3.4,,0,,0,,,,,
STATIC0010,2024-10-05 02:40:00,3.7,1020,97,3.3,,0,,0,,,,,
STATIC0010,2024-10-05 02:50:00,3.6,1020.1,97,3.2,,0,,0,,,,,
STATIC0010,2024-10-05 03:00:00,3.6,1020,97,3.2,,0,,0,,0,,,
STATIC0010,2024-10-05 03:10:00,3.6,1020,97,3.2,,0,,0,,,,,
STATIC0010,2024-10-05 03:20:00,3.5,1020,97,3.1,,0,,0,,,,,
STATIC0010,2024-10-05 03:30:00,3.4,1019.8,97,3.1,,0,,0,,,,,
STATIC0010,2024-10-05 03:40:00,3.3,1019.7,97,2.9,,0,,0,,,,,
STATIC0010,2024-10-05 03:50:00,3.3,1019.7,97,2.9,,0,,0,,,,,
STATIC0010,2024-10-05 04:00:00,3.3,1019.5,97,2.9,,0,,0,,0,,,
STATIC0010,2024-10-05 04:10:00,3.3,1019.5,98,3,,0,,0,,,,,
STATIC0010,2024-10-05 04:20:00,3.3,1019.6,98,3,,0,,0,,,,,
STATIC0010,2024-10-05 04:30:00,3.3,1019.6,98,2.9,,0,,0,,,,,
STATIC0010,2024-10-05 04:40:00,3.2,1019.7,98,2.8,,0,,0,,,,,
STATIC0010,2024-10-05 04:50:00,3,1019.5,98,2.7,,0,,0,,,,,
